Chr	gene_name	geneStart	geneEnd	exon_count
4	HTN3	70030740	70033219	4
4	SMR3A	70362115	70366993	2
4	RUFY3	70722573	70806658	18
4	MOB1B	70902536	70982056	6
4	ANKRD17	73076230	73258667	33
4	ANKRD17	73076230	73258667	34
4	CXCL8	73740658	73742463	4
4	CXCL5	73997636	73998580	4
4	CXCL3	74037261	74038610	4
4	CXCL2	74097755	74099119	4
4	MTHFD2L	75259117	75386389	7
4	EPGN	75174250	75178908	4
4	RCHY1	75482537	75514285	8
4	PPEF2	75860666	75896324	16
4	CXCL9	76003597	76007448	4
4	SOWAHB	76895467	76897848	1
4	SEPT11	76949903	77034511	10
4	BMP2K	78776543	78878928	14
4	PAQR3	78920538	78939223	6
4	FGF5	80266824	80286671	3
4	RASGEF1B	81427767	81459507	13
4	SCD5	82631326	82798536	5
4	ARHGAP24	85570541	86000721	9
4	MAPK10	86017227	86194400	12
4	SPP1	87976895	87982895	5
4	HERC3	88605823	88706959	24
4	FAM13A	88728532	89056963	24
4	GPRIN3	89247779	89250109	1
4	EIF4E	98881027	98929111	7
4	ADH4	99124441	99144221	9
4	ADH1B	99307839	99321330	9
4	ADH7	99413147	99435268	9
4	DNAJB14	99901027	99946570	8
4	DDIT4L	100187676	100189982	2
4	PPP3CA	101025864	101346795	14
4	BANK1	101790880	102073742	16
4	CISD2	102869084	102887429	3
4	SLC9B1	102901116	102991710	11
4	CENPE	103106221	103198318	49
4	PPA2	105369724	105474049	6
4	PPA2	106290881	106395206	11
4	NPNT	105895652	105968989	12
4	CYP2U1	107931643	107950422	5
4	CFI	109740892	109801970	13
4	GAR1	109816164	109824430	6
4	TIFA	112277861	112278415	1
4	METTL14	118685534	118710301	11
4	SYNPO2	118889036	119057933	5
4	PDE5A	119498600	119627174	21
4	EXOSC9	121801424	121816855	13
4	ADAD1	122380069	122429738	11
4	FGF2	122826775	122892395	3
4	ANKRD50	124668986	124710510	3
4	INTU	127633034	127716435	16
4	JADE1	128831758	128872261	10
4	PCDH10	133150140	133190159	5
4	PCDH18	137521028	137532087	4
4	RNF150	140868260	141132807	7
4	GUSBP5	144700311	144700736	1
4	GYPA	144111393	144140634	7
4	ABCE1	145104412	145127572	17
4	ZNF827	145764983	145938406	13
4	SLC10A7	146256490	146521716	12
4	POU4F2	146639140	146640807	2
4	ARHGAP10	147732301	148072080	23
4	DCLK2	150079027	150256246	16
4	SH3D19	151122090	151175362	15
4	FBXW7	152322880	152382334	11
4	TIGD4	152769465	152771003	1
4	ARFIP1	152829633	152910218	8
4	FHDC1	152943057	152976722	11
4	SFRP2	153781450	153788834	3
4	PLRG1	154536684	154550307	15
4	GUCY1A3	155696867	155730230	8
4	TDO2	155903758	155919989	12
4	FAM198B	158127406	158171374	5
4	C4orf46	158669612	158671800	2
4	NPY1R	163325302	163326553	2
4	ANP32C	165118158	165118862	1
4	TRIM61	164954991	164970001	2
4	KLHL2	165207876	165322059	15
4	SPOCK3	166734920	167234172	10
4	ANXA10	168092700	168187433	12
4	DDX60	168216932	168311258	37
4	PALLD	168511504	168925245	19
4	SH3RF1	169096518	169269211	11
4	CLCN3	169635928	169720064	13
4	CLCN3	169635928	169719996	12
4	MFAP3L	169991377	170005876	2
4	GALNTL6	171814580	173040099	12
4	CEP44	174299121	174317382	10
4	DCTD	182891398	182917312	6
4	WWC2	183099491	183315728	23
4	CDKN2AIP	183444797	183447426	3
4	RWDD4	183641435	183658951	8
4	TRAPPC11	183663867	183712643	29
4	HELT	185940082	185941925	4
4	SLC25A4	185143372	185146970	4
4	SNX25	185247356	185363464	18
4	FAM149A	186151959	186171986	11
4	CYP4V2	186191823	186210640	11
4	KLKB1	186228195	186258211	14
4	FRG1	189941009	189963128	9
4	DUX4L9	191179689	191180813	1
4	FRG2	190025560	190027203	4
5	PLEKHG4B	140307	182322	18
5	CEP72	612361	653152	12
5	BRD9	864467	892656	16
5	BRD9	864467	891751	15
5	SLC12A7	1052359	1111990	24
5	SLC6A19	1201650	1221903	12
5	C5orf38	2752264	2755040	4
5	IRX1	3596105	3601039	4
5	MED10	6372502	6378482	4
5	MARCH6	10353898	10433683	26
5	PDZD2	31799248	32108134	24
5	MTMR12	32229777	32312837	16
5	ZFR	32355759	32444657	20
5	ADAMTS12	33527187	33891855	24
5	C1QTNF3	34020582	34043124	6
5	RAI14	34686919	34830764	17
5	BRIX1	34915738	34925494	10
5	DNAJC21	34929819	34954713	12
5	LMBRD2	36104045	36143348	17
5	C5orf42	37107601	37247697	51
5	WDR70	37379367	37752572	18
5	RICTOR	38942303	39074376	38
5	DAB2	39375018	39394319	13
5	PLCXD3	41313616	41510525	3
5	C5orf51	41904367	41917298	6
5	ANXA2R	43039464	43040045	1
5	HMGCS1	43291130	43298964	9
5	GPX8	55160192	55164217	3
5	CCNO	55231374	55233522	3
5	DHX29	55256487	55307572	27
5	PLPP1	55425205	55534628	6
5	PLPP1	55425205	55534628	6
5	ANKRD55	56100182	56232912	11
5	GPBP1	57214130	57262751	10
5	ACTBL2	57481576	57482706	1
5	ELOVL7	60754623	60787396	7
5	SMIM15	61159946	61160170	1
5	IPO11	62437279	62627317	29
5	HTR1A	63960450	63961718	1
5	RNF180	64200807	64217419	4
5	RGS7BP	64506624	64609251	6
5	SREK1IP1	64724383	64768516	5
5	ERBIN	65992718	66078529	22
5	SLC30A5	69094255	69104044	4
5	MRPS36	69217829	69229224	4
5	MARVELD2	69419385	69441653	6
5	SMN1	70925103	70951990	8
5	SMN1	70925103	70951990	7
5	GTF2H2	71035676	71062762	15
5	MCCC2	71587425	71656859	17
5	BTF3	73498667	73505237	6
5	UTP15	73567344	73580093	12
5	IQGAP2	76403545	76707312	36
5	PDE8B	77210925	77426553	21
5	PDE8B	77210925	77426553	21
5	PDE8B	77210925	77426553	19
5	PDE8B	77210925	77426553	21
5	ANKRD34B	80558474	80560018	1
5	MSH3	80654727	80875861	24
5	ATP6AP1L	82305401	82318299	4
5	TMEM167A	83057083	83077322	4
5	RASA1	87268451	87390882	25
5	ARRDC3	91371399	91383091	8
5	MCTP1	94707495	95284574	23
5	CHD1	98856379	98926385	35
5	SLCO4C1	102236857	102296261	13
5	SLCO6A1	102373351	102498843	13
5	PPIP5K2	103129589	103201633	29
5	FBXL17	107225319	107728516	7
5	MAN2A1	109690417	109866997	22
5	DCP2	112976933	113013483	11
5	TRIM36	115171102	115180036	2
5	TRIM36	115177749	115180036	2
5	CCDC112	115267875	115296542	10
5	COMMD10	116085052	116292488	7
5	DTWD2	118840916	118988510	6
5	SNX2	122775103	122829647	15
5	CSNK1G3	123545663	123614395	12
5	ZNF608	124637899	124744988	9
5	CTXN3	127657521	127657766	1
5	FBN2	128259454	128537602	65
5	CHSY3	129904829	130185790	3
5	CDC42SE2	131359493	131391090	3
5	RAPGEF6	131427265	131635029	28
5	FNIP1	131644684	131796920	17
5	FNIP1	131644684	131796920	18
5	ACSL6	131954233	132011552	21
5	ACSL6	131954233	132011552	21
5	P4HA2	132193009	132218625	14
5	C5orf56	131755584	131796545	3
5	RAD50	132557324	132642363	25
5	KIF3A	132696633	132737418	17
5	CCNI2	132747495	132752969	6
5	UQCRQ	132866881	132867581	2
5	FSTL4	133199094	133603982	15
5	DDX46	134758938	134828705	23
5	BRD8	138157207	138178613	22
5	KDM3B	138352795	138435699	24
5	CTNNA1	138781924	138934088	17
5	IGIP	140128476	140128637	1
5	SRA1	140550699	140557487	5
5	PCDHA1	140165875	140168298	1
5	PCDHA2	140174549	140177023	1
5	PCDHA3	140180782	140183256	1
5	PCDHA4	140186772	140189168	1
5	PCDHA5	140201360	140203810	1
5	PCDHA6	140207676	140210087	1
5	PCDHA7	140213968	140216337	1
5	PCDHA8	140220906	140223350	1
5	PCDHA9	140228080	140230608	1
5	PCDHA10	140856048	141009936	4
5	PCDHGA1	140710251	140712722	1
5	PCDHGA2	140718538	140721009	1
5	NR3C1	143281888	143400838	8
5	KCTD16	144206714	144474113	2
5	PRELID2	145764940	145835250	6
5	PRELID2	145764940	145835250	7
5	GRXCR2	145859732	145872967	3
5	PLAC8L1	146084431	146104310	4
5	LARS	146114105	146182492	32
5	GPR151	146514853	146516112	1
5	C5orf46	147896992	147906500	3
5	SPINK6	148203096	148214949	4
5	SPINK9	148335613	148339711	4
5	HTR4	148451184	148637013	6
5	HTR4	148465864	148637013	6
5	HTR4	148483202	148637013	7
5	HTR4	148476738	148637013	6
5	AFAP1L1	149271968	149340029	19
5	ARSI	150297213	150302372	2
5	CD74	150402583	150412748	5
5	NDST1	150521254	150553331	14
5	RBM22	150691750	150700984	11
5	TNIP1	151030712	151065094	17
5	LARP1	154135317	154193655	19
5	ZBED8	160393705	160395489	1
5	KCNIP1	170353876	170735805	8
5	KCNIP1	170504572	170735805	9
5	RANBP17	170862033	171298857	28
5	TLX3	171309365	171311598	3
5	FBXW11	171868634	172006501	12
5	STK10	172044881	172188041	19
5	SH3PXD2B	172338368	172454351	13
5	ERGIC1	172834413	172950815	10
5	CREBRF	173080775	173133744	8
5	FAF2	176448407	176506949	11
5	CDHR2	176565352	176595671	31
5	TSPAN17	176647615	176657697	9
5	UNC5A	176810750	176879885	15
5	RAB24	177301742	177303287	8
5	PFN3	177400162	177400575	1
5	F12	177402291	177409526	14
5	GRK6	177426845	177441789	16
5	FAM153A	177724112	177748642	19
5	N4BP3	178119583	178122000	4
5	NHP2	178149795	178153816	3
5	HNRNPAB	178204837	178210622	7
5	HNRNPAB	178204837	178210622	6
5	ADAMTS2	179151128	179345327	11
5	RUFY1	179560038	179609518	17
5	MAML1	179733112	179774876	5
5	LTC4S	179794080	179796393	5
5	SQSTM1	179820936	179836592	8
5	C5orf45	179837390	179858795	5
5	C5orf45	179837390	179858795	7
5	OR2Y1	180739122	180740057	1
5	RACK1	181236976	181243799	8
6	EXOC2	486670	637817	27
6	MYLK4	2671300	2749293	11
6	SLC22A23	3273054	3410256	8
6	RPP40	4995077	5004001	8
6	RREB1	7181911	7248967	10
6	RREB1	7181911	7248967	9
6	TFAP2A	10398416	10411595	7
6	GCNT2	10528911	10626606	3
6	PAK1IP1	10694985	10709451	10
6	NEDD9	11200980	11232514	3
6	ATXN1	16306328	16328309	2
6	KDM1B	18159895	18221991	16
6	DEK	18225718	18263986	10
6	RNF144B	18399534	18465066	7
6	MBOAT1	20102285	20212233	13
6	HDGFL1	22569575	22570330	1
6	KIAA0319	24547164	24601102	20
6	HIST1H1T	26107469	26108092	1
6	NKAPL	28259371	28260579	1
6	ZBED9	28571910	28586716	4
6	ZNF311	28995000	29003953	6
6	OR2B3	29086306	29087247	1
6	OR14J1	29306689	29307654	1
6	OR11A1	29426693	29427640	1
6	OR10C1	29440015	29440953	1
6	OR2H2	29587944	29588882	1
6	MOG	29657209	29671449	8
6	MOG	29657209	29671449	7
6	MOG	29657209	29671449	6
6	MOG	29657209	29671184	8
6	MOG	29657209	29671184	8
6	HLA-A	29942553	29945454	8
6	TRIM31	30103535	30112804	8
6	TRIM10	30153968	30160857	7
6	FLJ45422	30336308	30339182	5
6	TRIM39	30329317	30342258	7
6	TRIM39	30329317	30342258	6
6	HLA-E	30489531	30492580	7
6	ABCF1	30571487	30590700	25
6	ABCF1	30571487	30590700	24
6	MDC1	30700464	30715174	14
6	DDR1	30888729	30899295	17
6	GTF2H4	30909036	30913982	13
6	VARS2	30914836	30926209	29
6	MUC21	30983958	30988193	3
6	CDSN	31116024	31120418	2
6	PSORS1C1	31129632	31139931	4
6	POU5F1	31164600	31170619	5
6	HLA-C	31269168	31272070	8
6	HLA-B	31354482	31357157	7
6	MCCD1	31529014	31529934	2
6	NCR3	31589066	31592720	4
6	AIF1	31616111	31616899	3
6	C6orf47	31659062	31659946	1
6	LY6G5B	31670950	31672281	3
6	LY6G5C	31676956	31680372	3
6	LY6G6F	31706906	31710590	6
6	LY6G6D	31715355	31717803	3
6	C6orf25	31723383	31725073	4
6	C6orf25	31723383	31725042	6
6	C6orf25	31723383	31724872	5
6	MSH5	31740466	31762530	24
6	MSH5	31740466	31762530	24
6	SAPCD1	31763054	31764530	5
6	VARS	31777593	31795216	29
6	HSPA1L	31810046	31811971	1
6	HSPA1A	31815756	31817681	1
6	HSPA1B	31827950	31829875	1
6	C6orf48	31837328	31839662	2
6	STK19	31971996	31981048	8
6	GPSM3	32191365	32192512	4
6	NOTCH4	32195436	32223927	30
6	LOC401252	32331473	32338619	2
6	C6orf10	32292980	32371705	23
6	RING1	33208822	33212398	6
6	B3GALT4	33277419	33278555	1
6	TAPBP	33301759	33314040	8
6	TAPBP	33301759	33314040	7
6	TAPBP	33303774	33314040	7
6	KIFC1	33391985	33409689	11
6	RPL12P1	33475813	33476310	1
6	CUTA	33416649	33418184	6
6	CUTA	33416649	33417999	6
6	SYNGAP1	33420264	33451905	19
6	IP6K3	33722719	33735475	5
6	SNRPC	34757543	34773569	6
6	BRPF3	36200322	36230608	12
6	PNPLA1	36291399	36307715	7
6	C6orf222	36317355	36330689	11
6	PI16	36954760	36963943	6
6	CCDC167	37483185	37499862	4
6	LRFN2	40391942	40433112	2
6	TSPO2	41042985	41044136	3
6	OARD1	41067334	41071633	5
6	TREML4	41228427	41236581	5
6	FOXP4	41565760	41598935	16
6	FOXP4	41565760	41598935	16
6	PRICKLE4	41783473	41787128	6
6	BYSL	41921562	41932705	7
6	GLTSCR1L	42822022	42865445	11
6	RRP36	43021654	43029227	7
6	MRPL2	43054273	43059380	7
6	TTBK1	43246660	43285375	14
6	LRRC73	43507237	43509784	6
6	VEGFA	43770706	43784561	8
6	VEGFA	43770706	43784561	7
6	C6orf223	44000619	44003125	4
6	MRPL14	44113842	44116610	2
6	TMEM63B	44134584	44154882	23
6	SLC35B2	44254705	44257409	4
6	NFKBIE	44259218	44265762	6
6	AARS2	44300546	44313322	22
6	SUPT3H	44829815	45365300	10
6	SUPT3H	44829815	45322915	11
6	ENPP4	46139583	46143639	3
6	TDRD6	46688128	46701886	4
6	ADGRF1	47000221	47029060	14
6	CD2AP	47478244	47624226	18
6	PTCHD4	47878302	48068654	3
6	DEFB114	49960291	49964104	2
6	DEFB110	50018976	50021934	2
6	DEFB112	50043574	50048650	2
6	TRAM2	52503196	52576914	11
6	KLHL31	53651597	53655271	2
6	FAM83B	54870246	54942006	4
6	KIAA1586	57046755	57054862	4
6	FAM135A	70428342	70559920	19
6	OGFRL1	71288936	71302048	7
6	DPPA5	73353319	73354224	3
6	KHDC3L	73362729	73363859	3
6	MTO1	73461854	73500734	12
6	COX7A2	75237929	75243829	4
6	MYO6	75817547	75915011	34
6	IRAK1BP1	78867576	78898333	4
6	FAM46A	81749694	81752140	2
6	IBTK	82171424	82240485	28
6	UBE3D	82893021	83065717	10
6	ME1	83211923	83430953	14
6	RIPPLY2	83853416	83857388	4
6	CEP162	84125069	84226392	26
6	TBX18	84736684	84764180	8
6	SMIM8	87337031	87340273	2
6	CFAP206	87409839	87464249	12
6	PM20D2	89146144	89162262	7
6	FAXC	99281163	99349371	6
6	USP45	99435715	99510219	17
6	CCNC	99543554	99568526	12
6	LIN28B	104957250	105078782	4
6	PRDM1	106099085	106107485	5
6	AIM1	106512341	106568565	20
6	BEND3	107068703	107099284	3
6	ZBTB24	109465850	109482025	6
6	C6orf224	109921264	109934267	7
6	AKD1	109956765	109978185	5
6	AMD1	111213380	111214818	5
6	FAM229B	112099283	112100786	2
6	LAMA4	112109436	112254149	38
6	RFPL4B	112349708	112350499	1
6	HS3ST5	114057256	114062844	2
6	TSPYL1	116278516	116279829	1
6	FAM26F	116461929	116463704	2
6	RWDD1	116571582	116593100	7
6	RSPH4A	116616623	116632440	6
6	DCBLD1	117482781	117569623	15
6	GOPC	117563253	117602287	8
6	SLC35F1	117907726	118314251	8
6	CLVS2	122997777	123063760	5
6	NKAIN2	123804200	124823228	7
6	TPD52L1	125153951	125262842	6
6	TPD52L1	125153951	125262842	5
6	CENPW	126340273	126348491	3
6	ECHDC1	127314821	127331027	3
6	KIAA0408	127444108	127453980	5
6	C6orf58	127577185	127591621	6
6	THEMIS	127709984	127900931	6
6	ARHGAP18	129578512	129710135	15
6	TMEM244	129831318	129861187	5
6	L3MBTL3	130042699	130139752	21
6	L3MBTL3	130042699	130139752	20
6	SAMD3	130144519	130215272	10
6	TAAR2	132617149	132624274	2
6	VNN3	133047863	133055830	4
6	LINC00326	133462931	133469140	2
6	SLC35D3	136922428	136924695	2
6	TXLNB	139242525	139288898	9
6	UTRN	144291828	144850996	74
6	SAMD5	147508928	147564455	2
6	SUMO4	149400391	149400678	1
6	PPIL4	149505452	149546004	13
6	LATS1	149661728	149702125	7
6	PLEKHG1	150733681	150840895	15
6	TIAM2	155129223	155257120	24
6	TIAM2	155240586	155257120	12
6	TULP4	158314016	158506693	14
6	TULP4	158314016	158506599	13
6	SYTL3	158663268	158764603	13
6	SOD2	159682492	159693166	4
6	MAP3K4	160991931	161116869	27
6	MAP3K4	160991931	161116869	26
6	RPS6KA2	166412761	166862169	22
6	THBS2	169217821	169250783	21
6	C6orf120	169702459	169703034	1
6	ERMARD	169751657	169781512	18
6	PSMB1	170535219	170553241	6
7	PDGFA	500443	519000	6
7	PRKAR1B	550429	711504	10
7	DNAAF5	726720	785652	13
7	COX19	969377	975508	3
7	UNCX	1233017	1236976	3
7	LFNG	2519861	2528885	8
7	LFNG	2519861	2527211	8
7	TTYH3	2632155	2661738	14
7	AMZ1	2700451	2712877	6
7	SDK1	3301586	4265383	45
7	FOXK1	4682308	4762463	9
7	WIPI2	5190419	5230946	12
7	RNF216	5622859	5761068	16
7	RNF216	5622859	5761068	16
7	CCZ1	5898799	5925686	15
7	RSPH10B	5926367	5967115	19
7	FAM220A	6330374	6331153	1
7	GLCCI1	7969350	8086537	8
7	ICA1	8113922	8235925	13
7	AGMO	15201284	15561844	13
7	MEOX2	15612386	15686401	3
7	TWISTNB	19698315	19709015	4
7	TMEM196	19722074	19772695	4
7	KLHL7	23106026	23174297	11
7	GPNMB	23246857	23274223	11
7	AVL9	32495709	32583906	16
7	KBTBD2	32869344	32879603	3
7	NT5C3A	33014729	33062719	9
7	NT5C3A	33014729	33035968	9
7	BBS9	33146252	33605225	21
7	EEPD1	36154324	36299205	7
7	POU6F2	39006849	39464685	10
7	DBNL	44044737	44060915	13
7	DBNL	44044737	44060915	13
7	PGAM2	44062763	44065528	3
7	POLM	44073290	44082437	11
7	OGDH	44624343	44707998	22
7	MYO1G	44962738	44978960	22
7	CCM2	45027704	45076056	10
7	ADCY1	45574543	45713994	20
7	IGFBP3	45914819	45921139	4
7	PKD1L1	47775142	47948439	57
7	HUS1	47965355	47979518	8
7	SUN3	47987329	48028937	10
7	COBL	51017550	51316632	13
7	CCT6A	56051848	56063084	13
7	ZNF680	64521160	64562953	4
7	ZNF138	64794568	64832201	3
7	ZNF92	65373997	65399874	4
7	LINC00174	65479377	65480030	1
7	SPDYE7P	71972402	71977447	5
7	STAG3L3	72469627	72473586	5
7	SPDYE8P	72130563	72136448	6
7	TRIM50	73312920	73324786	6
7	STX1A	73700406	73719630	10
7	NCF1	74774031	74789159	11
7	PMS2P5	73950250	73959714	4
7	GTF2IRD2B	75108964	75149296	15
7	STAG3L1	74991314	74996172	6
7	LOC541473	74859595	74862490	5
7	TRIM73	75398933	75405207	4
7	NSUN5P1	75045260	75045878	3
7	PMS2P3	75140401	75155247	6
7	PMS2P3	75144032	75155247	4
7	HIP1	75538171	75738919	31
7	CCL24	75811795	75813714	3
7	CCDC146	77167668	77294865	18
7	GSAP	77311357	77416320	31
7	CD36	80646740	80674146	12
7	SEMA3E	83367585	83648541	17
7	SEMA3D	84999439	85121890	17
7	KIAA1324L	86880470	86964907	20
7	C7orf62	88794180	88794941	1
7	KRIT1	92200735	92242134	15
7	SAMD9	93101327	93106096	1
7	SAMD9L	93131216	93135970	1
7	COL1A2	94395031	94430392	52
7	PPP1R9A	94910113	95290302	15
7	C7orf76	95951106	95963542	4
7	BAIAP2L1	98293520	98400851	14
7	SMURF1	99030583	99143779	18
7	SMURF1	99030583	99143779	19
7	PTCD1	99419966	99435241	7
7	ATP5J2	99458326	99466140	3
7	ZNF789	99476456	99487487	4
7	ZNF789	99476456	99482199	3
7	ZNF655	99560559	99564058	2
7	OR2AE1	99876061	99877032	1
7	GJC3	99923544	99929619	2
7	ZKSCAN1	100023506	100034196	5
7	CNPY4	100119744	100124887	6
7	LAMTOR4	100148972	100153963	4
7	STAG3	100180556	100214014	33
7	LRCH4	100575106	100586099	18
7	TFR2	100620856	100641508	18
7	GIGYF1	100681718	100688237	24
7	SRRT	100875590	100888548	19
7	UFSP1	100888842	100889270	1
7	MUC17	101020135	101058043	13
7	MYL10	101613474	101629117	8
7	PRKRIP1	102396411	102425110	6
7	LRWD1	102465080	102473048	15
7	SPDYE2	102553255	102561174	7
7	POLR2J3	101994603	102000072	4
7	POLR2J2	102094610	102099283	3
7	LRRC17	102933913	102944606	3
7	RELN	103472811	103989355	64
7	KMT2E	105040952	105113332	25
7	SRPK2	105117837	105388805	16
7	PUS7	105457789	105508511	15
7	RINT1	105532315	105567310	15
7	ATXN7L1	105761377	105876557	4
7	BCAP29	107008453	107056546	7
7	BCAP29	107008453	107049633	7
7	BCAP29	107580772	107618604	8
7	BCAP29	107580772	107618362	7
7	LAMB4	108024038	108123163	33
7	PNPLA8	108472400	108515490	9
7	THAP5	108564190	108565975	2
7	C7orf66	108884006	108884531	2
7	IFRD1	112450688	112475518	12
7	MDFIC	114922416	115015934	5
7	TFEC	115940550	115984440	6
7	CPED1	120989621	121295651	22
7	PTPRZ1	121873499	122061219	30
7	FEZF1	122301996	122304436	4
7	ASB15	123614502	123636980	9
7	WASL	123684518	123748733	11
7	ARF5	127588498	127591298	6
7	FSCN3	127593853	127600398	6
7	SND1	127652373	128092057	24
7	IMPDH1	128393006	128409900	15
7	IMPDH1	128393006	128409900	17
7	STRIP2	129434472	129485828	21
7	ZC3HC1	130018663	130051365	10
7	MKLN1	131327899	131487727	18
7	PODXL	131504310	131556358	9
7	SLC35B4	134294832	134316750	10
7	WDR91	135186150	135211501	15
7	NUP205	135557944	135648555	43
7	CREB3L2	137880475	138001704	12
7	RAB19	140407646	140426149	3
7	PRSS37	141836394	141841048	5
7	TAS2R38	141972687	141973688	1
7	KEL	142941251	142962205	19
7	OR9A2	143026199	143027131	1
7	PIP	143132116	143139641	4
7	TCAF2	143702994	143724729	6
7	ARHGEF35	144186928	144188382	1
7	ARHGEF5	144362669	144380055	14
7	CUL1	148730122	148800581	21
7	ZNF425	149103611	149126212	4
7	GIMAP8	150466698	150477779	4
7	GIMAP6	150627718	150630141	2
7	CHPF2	151234011	151238680	4
7	SMARCD3	151239102	151248561	13
7	CCT8L1P	151773494	151775167	1
7	ACTR3B	152759882	152854552	10
7	NOM1	156949737	156969702	11
7	MNX1	157005519	157010349	3
7	UBE3C	157139272	157267754	23
7	ESYT2	158734206	158829561	22
8	OR4F21	166085	167023	1
8	ARHGEF10	1843399	1957262	28
8	KBTBD11	2001192	2003063	1
8	AGPAT5	6708668	6757387	8
8	DEFA1	6977769	6978633	2
8	PJCG6	7091657	7093283	2
8	DEFB109P1B	7157777	7164882	2
8	DEFB103B	7428983	7430129	2
8	SPAG11B	7308400	7309834	3
8	DEFB104B	7470355	7475067	2
8	DEFB106B	7482603	7486381	2
8	DEFB105B	7487720	7489550	3
8	DEFB105A	7822007	7823837	3
8	DEFB106A	7825176	7828952	2
8	DEFB104A	7836484	7841193	2
8	MFHAS1	8786021	8893057	3
8	DEFB134	11993979	11996250	2
8	MTMR7	17299861	17413291	14
8	SLC7A2	17543339	17565145	11
8	PSD3	18535742	18808785	13
8	BMP1	22165405	22201202	16
8	POLR3D	22245449	22250517	8
8	PPP3CC	22441409	22540801	14
8	PDLIM2	22580604	22594648	10
8	PDLIM2	22580604	22593805	8
8	C8orf58	22599720	22603305	7
8	CCAR2	22605773	22619681	20
8	LOXL2	23298042	23368350	13
8	ADAM28	24294149	24354403	23
8	PPP2R2A	26291819	26370412	10
8	PNMA2	26507660	26508754	1
8	ADRA1A	26748589	26864968	3
8	SCARA3	27634200	27676599	6
8	SCARA3	27634200	27671350	6
8	ESCO2	27775514	27803437	10
8	INTS9	28768145	28889881	17
8	RBPMS	30385092	30558886	8
8	RBPMS	30385092	30547422	7
8	GSR	30679519	30727834	13
8	PURG	30996592	31032781	2
8	ERLIN2	37737922	37745602	6
8	RAB11FIP1	37862894	37899440	5
8	RAB11FIP1	37862894	37899440	6
8	DDHD2	38232994	38260120	16
8	ADAM2	39744859	39838184	20
8	ZMAT4	40532222	40825675	6
8	SFRP1	41265166	41309158	3
8	GOLGA7	41490854	41507105	4
8	FNTA	42911489	42940424	7
8	RB1CC1	52623781	52685468	22
8	XKR4	55102488	55524226	3
8	TGS1	55773618	55824702	13
8	CHCHD7	56212850	56217434	4
8	CHCHD7	56214613	56217434	3
8	TOX	58807746	59118986	9
8	ASPH	61503358	61714370	25
8	ASPH	61665250	61689687	5
8	ASPH	61665250	61689687	6
8	PDE7A	65719289	65788940	13
8	PPP1R42	66988382	67017746	5
8	XKR9	70681058	70734423	3
8	EYA1	71199339	71354904	16
8	EYA1	71199339	71354904	15
8	TRPA1	72022905	72075408	27
8	TCEB1	73946629	73959767	3
8	GDAP1	74350461	74364366	6
8	TPD52	80038115	80080452	6
8	ZNF704	80641365	80821593	8
8	FABP9	82370617	82373757	4
8	SLC10A5	81693655	81694971	1
8	SLC7A13	86214412	86230276	4
8	RMDN1	86474307	86508619	10
8	TMEM64	90625670	90645904	3
8	KIAA1429	94488705	94553446	24
8	DPY19L4	94719998	94789909	19
8	INTS8	94823431	94880233	27
8	GDF6	96144562	96160691	2
8	TSPYL5	97276590	97277843	1
8	RPL30	98041800	98045366	4
8	ERICH5	98064669	98093332	3
8	SPAG1	100162280	100241021	18
8	GRHL2	101492769	101666702	16
8	RRM2B	102208132	102238873	9
8	UBR5	102254301	102412233	59
8	DCAF13	103414990	103442881	11
8	AARD	116938243	116942700	2
8	ENPP2	119557520	119638779	25
8	TAF2	119731923	119832563	26
8	COL14A1	120147842	120371230	47
8	ANXA13	123681239	123737333	12
8	EFR3A	131904312	132010894	23
8	KCNQ3	132129261	132480531	15
8	TG	132867000	133134793	48
8	NDRG1	133238877	133284310	15
8	TRAPPC9	139731060	140458563	23
8	DENND3	141136646	141194232	22
8	SLC45A4	141211441	141228265	8
8	GPR20	141356846	141357922	1
8	ARC	142613080	142614270	1
8	LYNX1	142764604	142775956	4
8	LYNX1	142764604	142769805	3
8	CYP11B1	142874372	142879812	8
8	GPIHBP1	143213267	143215517	4
8	MAFA	143429344	143430405	1
8	GSDMD	143559335	143562903	10
8	ZNF623	143649872	143651482	1
8	NRBP2	143835661	143840833	18
8	PARP10	143977483	143986358	11
8	GRINA	143991223	143992840	6
8	ADCK5	144374095	144393073	15
8	CPSF1	144393317	144409157	37
8	VPS28	144423886	144426944	8
8	TONSL	144429142	144444413	26
8	LRRC24	144522474	144524973	4
8	C8orf82	144527341	144528915	3
8	ARHGAP39	144530421	144605613	11
8	ZNF250	144881514	144890348	5
8	C8orf33	145052491	145054156	5
9	FOXD4	116799	118118	1
9	KANK1	676972	745234	11
9	SMARCA2	2029022	2192738	33
9	SMARCA2	2029022	2192738	32
9	VLDLR	2622189	2653867	18
9	PLPP6	4662375	4663262	1
9	RIC1	5629309	5774245	26
9	ERMP1	5787143	5833026	15
9	TPD52L3	6328595	6331018	2
9	TPD52L3	6328595	6330212	2
9	TPD52L3	6328595	6329017	1
9	GLDC	6533016	6645498	25
9	TMEM261	7798572	7799733	2
9	TYRP1	12693996	12709181	7
9	ACER2	19409084	19450635	6
9	FOCAD	20715353	20995628	43
9	IFNA7	21201595	21202164	1
9	IFNA16	21216735	21217304	1
